Ticker,period,close,perc_change,close_wig,perc_change_wig,Assets,Number of shares,Market_value
4FM,31/03/2011,11.75,0.08,48729.83,0.03,38438000,"4,063,500",47746125
AAT,30/09/2021,2.7,0.09,70340.86,0.06,194794000,"15,204,845",41053081.5
AAT,30/06/2021,2.477,0.75,66067.21,0.14,187981000,"15,130,345",37477864.57
AAT,31/03/2021,1.418,0.18,58081.5,0.02,188452000,"15,130,345",21454829.21
AAT,31/12/2020,1.197,0.11,57025.84,0.15,189316000,"15,130,345",18111022.97
AAT,30/09/2020,1.077,0.14,49411.53,0,160601000,"15,230,345",16403081.57
AAT,30/06/2020,0.948,-0.24,49569.17,0.19,161170000,"15,230,345",14438367.06
AAT,31/03/2020,1.252,-0.21,41624.62,-0.28,174266000,"15,230,345",19068391.94
AAT,31/12/2019,1.593,-0.23,57832.88,0.01,176949000,"15,212,345",24233265.59
AAT,30/09/2019,2.081,-0.15,57320.3,-0.05,183780000,"15,212,345",31656889.95
AAT,30/06/2019,2.449,-0.01,60187.43,0.01,175626000,"15,212,345",37255032.91
AAT,31/03/2019,2.467,0.5,59668.03,0.03,177308000,"15,212,345",37528855.12
AAT,31/12/2018,1.648,-0.41,57690.5,-0.02,176947000,"15,212,345",25069944.56
AAT,30/09/2018,2.799,-0.02,58974.76,0.05,188282000,"15,212,345",42579353.66
AAT,30/06/2018,2.854,0.12,55954.44,-0.04,187377000,"15,212,345",43416032.63
AAT,31/03/2018,2.559,0.01,58377.42,-0.08,199997000,"15,212,345",38928390.86
AAT,31/12/2017,2.541,-0.18,63746.2,-0.01,199474000,"15,212,345",38654568.65
AAT,30/09/2017,3.084,-0.14,64289.69,0.05,193847000,"15,212,345",46914871.98
AAT,30/06/2017,3.58,0.03,61018.36,0.05,193864000,"15,212,345",54460195.1
AAT,31/03/2017,3.49,0.35,57911.31,0.12,194333000,"15,212,345",53091084.05
AAT,31/12/2016,2.587,0,51754.03,0.1,195636000,"15,212,345",39354336.52
AAT,30/09/2016,2.578,-0.14,47084.94,0.05,190313000,"15,212,345",39217425.41
AAT,30/06/2016,2.983,-0.18,44748.53,-0.09,196251000,"15,212,345",45378425.14
AAT,31/03/2016,3.65,0.57,49017.35,0.05,197723000,"15,212,345",55525059.25
AAT,31/12/2015,2.32,0.28,46467.38,-0.07,192178000,"15,212,345",35292640.4
AAT,30/09/2015,1.814,0.1,49824.59,-0.07,187658000,"15,212,345",27595193.83
AAT,30/06/2015,1.648,-0.11,53328.98,-0.01,188183000,"15,212,345",25069944.56
AAT,31/03/2015,1.841,-0.03,54091.32,0.05,188715000,"15,212,345",28005927.15
AAT,31/12/2014,1.897,-0.23,51416.08,-0.06,188964000,"15,212,345",28857818.47
AAT,30/09/2014,2.458,-0.19,54878.58,0.06,173295000,"15,212,345",37391944.01
AAT,30/06/2014,3.02,-0.04,51934.94,-0.01,173746000,"15,212,345",45941281.9
AAT,31/03/2014,3.158,-0.17,52373.47,0.02,182170000,"15,212,345",48040585.51
AAT,31/12/2013,3.81,0.05,51284.25,0.02,182247000,"15,212,345",57959034.45
AAT,30/09/2013,3.62,0.8,50301.85,0.12,186168000,"15,212,345",55068688.9
AAT,30/06/2013,2.007,0.01,44747.79,-0.01,185028000,"15,212,345",30531176.42
AAT,31/03/2013,1.979,0.11,45147.57,-0.05,181716000,"15,212,345",30105230.76
AAT,31/12/2012,1.777,-0.25,47460.59,0.09,179233000,"15,212,345",27032337.07
AAT,30/09/2012,2.375,-0.04,43739.81,0.07,189347000,"15,212,345",36129319.38
AAT,30/06/2012,2.467,-0.39,40810.88,-0.01,190119000,"15,212,345",37528855.12
AAT,31/03/2012,4.05,0.26,41267.16,0.1,194812000,"15,212,345",61609997.25
AAT,31/12/2011,3.22,-0.22,37595.44,-0.02,195943000,"15,212,345",48983750.9
AAT,30/06/2011,5.46,-0.06,48414.36,-0.01,220489000,"15,212,345",83059403.7
AAT,31/03/2011,5.81,0.07,48729.83,0.03,211566000,"15,212,345",88383724.45
AAT,31/12/2010,5.45,-0.19,47489.91,0.05,208851000,"15,212,345",82907280.25
AAT,30/06/2010,5.84,-0.12,39392.5,-0.07,215680000,"15,212,345",88840094.8
AAT,31/03/2010,6.61,-0.02,42446.5,0.06,194495000,"15,212,345",100553600.5
AAT,31/12/2009,6.73,-0.13,39986,0.06,195300000,"15,212,345",102379081.9
AAT,30/06/2009,4.71,0.18,30419,0.27,194088000,"15,212,345",71650144.95
AAT,31/03/2009,3.99,-0.3,24036.1,-0.12,192554000,"15,212,345",60697256.55
AAT,31/12/2008,5.73,-0.08,27228.6,-0.27,193172000,"15,212,345",87166736.85
AAT,30/06/2008,11.67,-0.05,41146.3,-0.14,206737000,"9,712,345",113343066.2
AAT,31/03/2008,12.27,-0.18,48011.3,-0.14,198867000,"9,712,345",119170473.2
AAT,31/12/2007,15.02,-0.35,55648.5,-0.08,199022000,"9,712,345",145879421.9
AAT,31/03/2007,54.43,4.84,57524.6,0.14,44769000,"9,712,345",528642938.4
AAT,31/12/2006,9.32,0.43,50411.8,0.14,52561000,"8,335,225",77684297
AAT,31/03/2006,8.53,-0.15,40220.3,0.13,36761000,"8,335,225",71099469.25
AAT,31/12/2005,10.04,1.93,35600.8,0.05,26763000,"8,335,225",83685659
AAT,31/03/2005,4.08,0.15,27268.1,0.02,27798000,"8,335,225",34007718
AAT,31/12/2004,3.55,0.44,26636.2,0.05,24520000,"5,529,800",19630790
AAT,30/09/2004,2.476,0.11,25267.8,0.06,26782000,"5,529,800",13691784.8
AAT,30/06/2004,2.228,0.81,23949.3,0,27597000,"5,529,800",12320394.4
AAT,31/03/2004,1.229,0.9,23870.1,0.15,25087000,"5,529,800",6796124.2
AAT,31/12/2003,0.645,0.92,20820.1,0.08,16596000,"5,529,800",3566721
AAT,30/09/2003,0.336,0.15,19330.5,0.21,8942000,"5,529,800",1858012.8
AAT,30/06/2003,0.2918,-0.15,15987.5,0.16,10113000,"5,529,800",1613595.64
AAT,31/03/2003,0.345,0.08,13759.4,-0.04,9927000,"5,529,800",1907781
AAT,31/12/2002,0.318,0.09,14366.7,0.12,9777000,"5,529,800",1758476.4
AAT,30/09/2002,0.2918,0.03,12797.3,-0.1,12247000,"5,529,800",1613595.64
AAT,30/06/2002,0.2829,0.23,14192.9,-0.06,11386000,"5,529,800",1564380.42
AAT,31/03/2002,0.2299,-0.21,15026.4,0.08,11376000,"5,529,800",1271301.02
AAT,31/12/2001,0.2918,-0.03,13922.2,0.17,12663000,"5,529,800",1613595.64
AAT,30/09/2001,0.3006,-0.21,11890.6,-0.15,13569000,"5,529,800",1662257.88
AAT,30/06/2001,0.38,0.05,13945.4,-0.05,14013000,"5,529,800",2101324
AAT,31/03/2001,0.363,-0.53,14698.9,-0.18,13661000,"5,529,800",2007317.4
AAT,31/12/2000,0.769,-0.13,17847.6,0.06,13933000,"5,529,800",4252416.2
AAT,30/09/2000,0.884,-0.28,16882.6,-0.14,14815000,"5,529,800",4888343.2
AAT,30/06/2000,1.22,-0.25,19642.7,-0.08,16463000,"5,529,800",6746356
AAT,31/03/2000,1.627,-0.18,21255.9,0.18,15186000,"5,529,800",8996984.6
AAT,31/12/1999,1.98,-0.1,18083.6,0.27,15899000,"5,529,800",10949004
AAT,30/09/1999,2.201,0.04,14259.4,-0.15,17114000,"5,529,800",12171089.8
AAT,30/06/1999,2.122,0.03,16825.1,0.19,18084000,"5,529,800",11734235.6
ABE,31/12/2021,54,-0.02,69296.26,-0.01,2326472000,"16,187,644",874132776
ABE,30/09/2021,54.9,0.02,70340.86,0.06,2025859000,"16,187,644",888701655.6
ABE,30/06/2021,53.9,0.14,66067.21,0.14,1784939000,"16,187,644",872514011.6
ABE,31/03/2021,47.2,0.51,58081.5,0.02,1958575000,"16,187,644",764056796.8
ABE,31/12/2020,31.2,0.11,57025.84,0.15,2082960000,"16,187,644",505054492.8
ABE,30/09/2020,28,0.05,49411.53,0,1818027000,"16,187,644",453254032
ABE,30/06/2020,26.7,0.5,49569.17,0.19,1858337000,"16,187,644",432210094.8
ABE,31/03/2020,17.8,-0.28,41624.62,-0.28,1643883000,"16,187,644",288140063.2
ABE,31/12/2019,24.9,0.31,57832.88,0.01,1748774000,"16,187,644",403072335.6
ABE,30/09/2019,19,0.15,57320.3,-0.05,1633443000,"16,187,644",307565236
ABE,30/06/2019,16.5,-0.13,60187.43,0.01,1512055000,"16,187,644",267096126
ABE,31/03/2019,19,0.24,59668.03,0.03,1446366000,"16,187,644",307565236
ABE,31/12/2018,15.4,-0.22,57690.5,-0.02,1572772000,"16,187,644",249289717.6
ABE,30/09/2018,19.6,0.03,58974.76,0.05,1480424000,"16,187,644",317277822.4
ABE,30/06/2018,19,-0.24,55954.44,-0.04,1341563000,"16,187,644",307565236
ABE,31/03/2018,25.1,-0.15,58377.42,-0.08,1287716000,"16,187,644",406309864.4
ABE,31/12/2017,29.7,0.13,63746.2,-0.01,1518814000,"16,187,644",480773026.8
ABE,30/09/2017,26.3,-0.24,64289.69,0.05,1465319000,"16,187,644",425735037.2
ABE,30/06/2017,34.6,-0.06,61018.36,0.05,1260806000,"16,187,644",560092482.4
ABE,31/03/2017,36.7,0.09,57911.31,0.12,1285972000,"16,187,644",594086534.8
ABE,31/12/2016,33.7,-0.03,51754.03,0.1,1343698000,"16,187,644",545523602.8
ABE,30/09/2016,34.8,0.37,47084.94,0.05,1262715000,"16,187,644",563330011.2
ABE,30/06/2016,25.3,-0.25,44748.53,-0.09,1133039000,"16,187,644",409547393.2
ABE,31/03/2016,33.8,0.06,49017.35,0.05,1112203000,"16,187,644",547142367.2
