No,open,high,low,close,perc_change,abs_change,vol,Ticker,period
7,14.30,15.12,12.00,12.00,-22.58%,-3.50,"3,214",CPD,30-06-2012
6,19.24,19.38,15.00,15.50,-11.43%,-2.00,"14,718",CPD,31-03-2012
5,18.91,20.79,16.50,17.50,-16.63%,-3.49,"6,988",CPD,31-12-2011
4,18.90,22.88,15.27,20.99,+2.94%,+0.60,"43,416",CPD,30-09-2011
3,19.95,21.51,15.35,20.39,+2.26%,+0.45,"56,394",CPD,30-06-2011
2,29.35,29.35,15.93,19.94,-34.06%,-10.30,"162,482",CPD,31-03-2011
1,23.87,71.62,23.87,30.24,,,"23,594",CPD,31-12-2010
94,180.0,222.0,176.0,209.8,+19.20%,+33.8,"479,738",CEZ,30-06-2022
93,151.2,180.0,137.0,176.0,+16.40%,+24.8,"545,806",CEZ,31-03-2022
92,129.9,155.0,129.5,151.2,+16.49%,+21.4,"505,665",CEZ,31-12-2021
91,106.0,129.8,100.4,129.8,+23.15%,+24.4,"92,119",CEZ,30-09-2021
90,89.9,108.5,89.8,105.4,+16.94%,+15.3,"263,066",CEZ,30-06-2021
89,83.6,91.1,80.7,90.1,+8.89%,+7.4,"423,874",CEZ,31-03-2021
88,67.3,82.8,65.4,82.8,+22.95%,+15.5,"482,962",CEZ,31-12-2020
87,72.0,75.0,67.0,67.3,-6.51%,-4.7,"124,073",CEZ,30-09-2020
86,58.6,72.5,56.6,72.0,+22.99%,+13.5,"135,697",CEZ,30-06-2020
85,72.0,75.9,48.7,58.6,-20.07%,-14.7,"497,019",CEZ,31-03-2020
84,76.0,76.0,72.0,73.3,-3.66%,-2.8,"63,142",CEZ,31-12-2019
83,75.4,76.8,72.7,76.0,+3.14%,+2.3,"272,933",CEZ,30-09-2019
82,74.0,75.0,71.1,73.7,-0.17%,-0.1,"20,064",CEZ,30-06-2019
81,74.0,78.4,73.5,73.9,+0.50%,+0.4,"118,204",CEZ,31-03-2019
80,77.5,78.8,71.4,73.5,-4.88%,-3.8,"450,178",CEZ,31-12-2018
79,71.4,80.4,71.4,77.3,+6.55%,+4.8,"390,869",CEZ,30-09-2018
78,65.5,75.9,64.0,72.5,+10.70%,+7.0,"406,745",CEZ,30-06-2018
77,63.1,67.6,62.4,65.5,+3.66%,+2.3,"844,865",CEZ,31-03-2018
76,56.7,63.4,56.3,63.2,+11.41%,+6.5,"235,803",CEZ,31-12-2017
75,50.5,57.5,48.9,56.7,+13.32%,+6.7,"530,013",CEZ,30-09-2017
74,48.9,53.4,47.5,50.0,+2.35%,+1.1,"372,907",CEZ,30-06-2017
73,50.3,52.1,48.2,48.9,-1.69%,-0.8,"1,228,872",CEZ,31-03-2017
72,49.3,54.0,45.6,49.7,+1.29%,+0.6,"1,866,399",CEZ,31-12-2016
71,47.8,55.1,47.0,49.1,+2.86%,+1.4,"1,206,123",CEZ,30-09-2016
70,43.0,51.4,40.3,47.7,+10.89%,+4.7,"1,677,353",CEZ,30-06-2016
69,45.7,45.7,37.7,43.0,-5.81%,-2.7,"1,637,721",CEZ,31-03-2016
68,51.6,54.6,41.8,45.7,-11.93%,-6.2,"541,408",CEZ,31-12-2015
67,54.8,60.5,49.4,51.9,-9.29%,-5.3,"375,661",CEZ,30-09-2015
66,57.5,60.8,52.3,57.2,+1.16%,+0.7,"1,191,375",CEZ,30-06-2015
65,54.9,58.9,52.1,56.5,+2.75%,+1.5,"2,198,379",CEZ,31-03-2015
64,61.0,61.0,52.3,55.0,-9.82%,-6.0,"2,558,600",CEZ,31-12-2014
63,53.1,61.9,51.7,61.0,+18.28%,+9.4,"1,842,752",CEZ,30-09-2014
62,49.9,53.7,46.0,51.6,+3.30%,+1.6,"3,226,205",CEZ,30-06-2014
61,45.1,50.7,42.0,49.9,+11.39%,+5.1,"4,248,121",CEZ,31-03-2014
60,46.4,52.6,42.8,44.8,-1.19%,-0.5,"4,462,795",CEZ,31-12-2013
59,44.8,48.2,39.8,45.4,+0.56%,+0.3,"6,136,532",CEZ,30-09-2013
58,50.0,50.6,42.1,45.1,-9.97%,-5.0,"1,956,486",CEZ,30-06-2013
57,58.1,58.3,47.3,50.1,-12.91%,-7.4,"4,266,929",CEZ,31-03-2013
56,63.3,63.7,52.4,57.5,-9.02%,-5.7,"2,648,322",CEZ,31-12-2012
55,61.2,69.8,58.5,63.2,+4.68%,+2.8,"951,566",CEZ,30-09-2012
54,65.6,66.3,58.0,60.4,-7.81%,-5.1,"1,416,971",CEZ,30-06-2012
53,66.6,69.5,62.2,65.5,-2.26%,-1.5,"1,277,726",CEZ,31-03-2012
52,61.8,68.1,59.8,67.1,+6.55%,+4.1,"1,114,071",CEZ,31-12-2011
51,68.3,71.7,57.0,62.9,-9.46%,-6.6,"4,053,143",CEZ,30-09-2011
50,67.7,73.4,64.9,69.5,+2.62%,+1.8,"3,469,675",CEZ,30-06-2011
49,56.3,68.4,56.2,67.7,+20.72%,+11.6,"5,834,725",CEZ,31-03-2011
48,60.8,62.3,54.9,56.1,-7.93%,-4.8,"4,926,072",CEZ,31-12-2010
47,63.8,67.0,60.0,60.9,-6.97%,-4.6,"4,240,529",CEZ,30-09-2010
46,63.5,69.7,62.3,65.5,+3.69%,+2.3,"5,472,826",CEZ,30-06-2010
45,62.8,68.3,59.8,63.2,+1.34%,+0.8,"6,863,371",CEZ,31-03-2010
44,70.4,74.6,59.6,62.3,-12.42%,-8.8,"9,092,393",CEZ,31-12-2009
43,67.5,75.4,63.3,71.2,+4.87%,+3.3,"6,980,636",CEZ,30-09-2009
42,59.5,72.8,57.4,67.9,+15.16%,+8.9,"5,315,691",CEZ,30-06-2009
41,59.3,60.5,46.9,58.9,+2.17%,+1.3,"6,369,712",CEZ,31-03-2009
40,70.1,71.2,40.5,57.7,-17.33%,-12.1,"11,482,524",CEZ,31-12-2008
39,88.3,91.8,62.1,69.8,-20.22%,-17.7,"7,541,565",CEZ,30-09-2008
38,79.3,89.7,74.4,87.5,+10.20%,+8.1,"3,843,554",CEZ,30-06-2008
37,84.4,89.8,70.1,79.4,-6.78%,-5.8,"9,653,802",CEZ,31-03-2008
36,74.9,93.0,74.0,85.1,+13.38%,+10.0,"6,345,017",CEZ,31-12-2007
35,66.5,78.2,63.3,75.1,+12.94%,+8.6,"3,738,511",CEZ,30-09-2007
34,60.0,69.3,59.6,66.5,+10.87%,+6.5,"11,187,067",CEZ,30-06-2007
33,62.8,64.0,53.3,60.0,-4.51%,-2.8,"7,772,870",CEZ,31-03-2007
32,51.7,64.8,51.0,62.8,+21.37%,+11.1,"61,603,242",CEZ,31-12-2006
31,49.0,54.5,47.3,51.7,+4.12%,+2.0,"200,583,422",CEZ,30-09-2006
30,53.2,54.8,37.4,49.7,-5.30%,-2.8,"349,560,997",CEZ,30-06-2006
29,46.0,53.3,46.0,52.5,+15.28%,+7.0,"215,896,735",CEZ,31-03-2006
28,45.9,46.2,36.5,45.5,-0.12%,-0.1,"255,925,269",CEZ,31-12-2005
27,29.6,45.6,29.6,45.6,+54.70%,+16.1,"281,354,605",CEZ,30-09-2005
26,25.6,30.7,24.5,29.5,+13.59%,+3.5,"363,225,066",CEZ,30-06-2005
25,21.7,29.0,21.7,25.9,+22.39%,+4.7,"373,334,369",CEZ,31-03-2005
24,16.6,21.5,15.9,21.2,+26.73%,+4.5,"259,956,483",CEZ,31-12-2004
23,12.2,16.7,12.2,16.7,+36.54%,+4.5,"266,713,292",CEZ,30-09-2004
22,13.1,13.5,11.4,12.2,-4.25%,-0.5,"263,330,274",CEZ,30-06-2004
21,9.9,13.0,9.79,12.8,+30.66%,+3.0,"294,136,063",CEZ,31-03-2004
20,9.30,9.82,8.74,9.79,+7.08%,+0.65,"215,232,229",CEZ,31-12-2003
19,6.89,9.30,6.89,9.14,+31.53%,+2.19,"232,192,963",CEZ,30-09-2003
18,6.42,7.74,6.21,6.95,+10.91%,+0.68,"200,616,223",CEZ,30-06-2003
17,5.45,6.27,5.31,6.27,+14.45%,+0.79,"154,582,005",CEZ,31-03-2003
16,5.93,5.93,5.17,5.48,-7.11%,-0.42,"225,506,443",CEZ,31-12-2002
15,5.40,6.13,5.04,5.89,+6.66%,+0.37,"242,442,396",CEZ,30-09-2002
14,4.22,5.57,4.22,5.53,+33.18%,+1.38,"276,298,420",CEZ,30-06-2002
13,3.89,4.36,3.76,4.15,+5.19%,+0.20,"201,938,345",CEZ,31-03-2002
12,3.17,4.32,3.099,3.95,+25.07%,+0.79,"158,246,642",CEZ,31-12-2001
11,4.11,4.54,3.154,3.154,-25.33%,-1.070,"132,686,002",CEZ,30-09-2001
10,4.93,5.26,3.99,4.22,-14.58%,-0.72,"93,137,862",CEZ,30-06-2001
9,5.09,5.73,4.75,4.95,-4.32%,-0.22,"101,425,523",CEZ,31-03-2001
8,5.58,5.87,4.17,5.17,-7.50%,-0.42,"129,111,283",CEZ,31-12-2000
7,5.42,6.32,5.23,5.59,+3.62%,+0.20,"98,226,449",CEZ,30-09-2000
6,5.95,6.15,5.08,5.39,-12.06%,-0.74,"170,532,343",CEZ,30-06-2000
5,4.86,6.64,4.86,6.13,+28.97%,+1.38,"234,967,194",CEZ,31-03-2000
4,5.15,5.34,4.23,4.75,-10.19%,-0.54,"93,024,705",CEZ,31-12-1999
3,3.71,5.29,3.41,5.29,+41.71%,+1.56,"140,372,679",CEZ,30-09-1999
2,2.554,4.04,2.531,3.74,+44.17%,+1.14,"196,718,587",CEZ,30-06-1999
1,2.322,2.726,2.322,2.591,,,"69,135,050",CEZ,31-03-1999
70,43.10,46.10,37.02,40.64,-5.93%,-2.56,"1,718,660",CIE,30-06-2022
69,42.00,44.80,34.80,43.20,+2.86%,+1.20,"3,927,933",CIE,31-03-2022
68,41.50,45.55,35.30,42.00,+1.20%,+0.50,"6,878,461",CIE,31-12-2021
67,48.15,51.90,40.20,41.50,-14.43%,-7.00,"4,168,558",CIE,30-09-2021
66,34.58,50.13,34.58,48.50,+38.92%,+13.59,"6,016,116",CIE,30-06-2021
65,30.44,35.38,28.93,34.91,+15.06%,+4.57,"7,239,082",CIE,31-03-2021
64,25.91,32.04,22.85,30.34,+17.73%,+4.57,"6,787,481",CIE,31-12-2020
63,30.15,32.60,24.22,25.77,-14.40%,-4.34,"5,197,433",CIE,30-09-2020
62,25.44,39.29,24.74,30.11,+18.34%,+4.66,"4,789,795",CIE,30-06-2020
61,37.69,38.82,18.56,25.44,-31.99%,-11.97,"5,967,809",CIE,31-03-2020
60,31.85,37.41,28.03,37.41,+17.63%,+5.61,"4,004,201",CIE,31-12-2019
59,39.34,43.16,30.39,31.80,-19.16%,-7.54,"3,780,069",CIE,30-09-2019
58,50.60,52.49,37.79,39.34,-22.18%,-11.21,"3,008,978",CIE,30-06-2019
57,42.12,58.42,41.09,50.56,+21.11%,+8.81,"6,024,137",CIE,31-03-2019
56,44.85,45.99,36.75,41.74,-6.54%,-2.92,"8,052,291",CIE,31-12-2018
55,50.46,55.03,40.71,44.67,-11.32%,-5.70,"6,408,589",CIE,30-09-2018
54,47.90,53.43,43.48,50.37,+3.36%,+1.64,"7,296,022",CIE,30-06-2018
53,47.08,51.87,43.90,48.73,+2.61%,+1.24,"4,049,655",CIE,31-03-2018
52,53.93,55.66,41.72,47.49,-11.76%,-6.33,"4,750,054",CIE,31-12-2017
51,50.51,56.27,47.32,53.81,+6.73%,+3.39,"7,881,465",CIE,30-09-2017
50,66.05,66.90,49.99,50.42,-23.69%,-15.65,"4,394,614",CIE,30-06-2017
49,48.31,69.94,48.31,66.07,+37.20%,+17.91,"7,491,756",CIE,31-03-2017
48,54.95,56.04,44.39,48.16,-11.86%,-6.48,"6,591,172",CIE,31-12-2016
47,42.95,57.37,42.57,54.64,+32.08%,+13.27,"5,119,441",CIE,30-09-2016
46,54.89,57.63,38.29,41.37,-24.59%,-13.49,"6,196,474",CIE,30-06-2016
45,66.95,68.36,54.03,54.86,-18.55%,-12.49,"7,863,590",CIE,31-03-2016
44,56.85,68.91,52.60,67.35,+18.49%,+10.51,"3,717,850",CIE,31-12-2015
43,44.85,59.75,44.64,56.84,+25.14%,+11.42,"3,694,706",CIE,30-09-2015
42,42.76,46.95,42.14,45.42,+6.85%,+2.91,"3,054,761",CIE,30-06-2015
41,33.44,43.46,31.72,42.51,+27.39%,+9.14,"4,613,043",CIE,31-03-2015
40,32.34,36.79,30.62,33.37,+3.17%,+1.03,"3,101,009",CIE,31-12-2014
39,27.02,32.66,26.31,32.34,+19.71%,+5.33,"2,515,675",CIE,30-09-2014
38,24.70,27.02,22.74,27.02,+9.39%,+2.32,"2,942,920",CIE,30-06-2014
37,23.41,27.11,22.29,24.70,+5.31%,+1.25,"6,312,735",CIE,31-03-2014
36,17.73,25.45,17.37,23.45,+32.24%,+5.72,"6,900,537",CIE,31-12-2013
35,18.02,20.01,16.45,17.73,-2.98%,-0.54,"3,854,753",CIE,30-09-2013
34,17.20,20.69,15.86,18.28,+6.61%,+1.13,"4,267,821",CIE,30-06-2013
33,16.88,18.77,15.41,17.14,+2.25%,+0.38,"4,438,002",CIE,31-03-2013
32,13.65,17.82,13.64,16.77,+21.78%,+3.00,"11,424,666",CIE,31-12-2012
31,15.80,16.01,11.93,13.77,-12.06%,-1.89,"5,555,190",CIE,30-09-2012
30,12.54,16.40,11.49,15.66,+25.64%,+3.20,"7,919,289",CIE,30-06-2012
29,13.29,14.92,11.15,12.46,-5.17%,-0.68,"9,536,213",CIE,31-03-2012
28,9.86,13.53,9.21,13.14,+27.95%,+2.87,"12,318,164",CIE,31-12-2011
27,17.73,17.74,7.79,10.27,-42.33%,-7.54,"11,706,776",CIE,30-09-2011
26,20.29,22.28,16.77,17.81,-12.24%,-2.48,"5,109,480",CIE,30-06-2011
25,15.97,22.09,15.60,20.29,+26.57%,+4.26,"9,119,619",CIE,31-03-2011
24,15.72,16.16,12.43,16.03,+2.85%,+0.44,"5,806,899",CIE,31-12-2010
23,16.10,18.93,14.56,15.59,-5.10%,-0.84,"3,860,059",CIE,30-09-2010
22,21.93,22.55,15.62,16.43,-24.24%,-5.26,"1,107,594",CIE,30-06-2010
21,23.90,24.16,17.39,21.68,-9.52%,-2.28,"2,045,156",CIE,31-03-2010
20,26.15,26.15,22.06,23.96,-9.05%,-2.38,"2,872,640",CIE,31-12-2009
19,17.22,27.70,16.20,26.35,+54.34%,+9.28,"4,606,130",CIE,30-09-2009
18,15.78,22.22,14.75,17.07,+10.46%,+1.62,"3,602,022",CIE,30-06-2009
17,15.46,16.75,10.31,15.45,+2.01%,+0.30,"1,722,610",CIE,31-03-2009
16,33.30,33.62,13.24,15.15,-53.89%,-17.70,"2,191,009",CIE,31-12-2008
15,42.10,44.38,32.40,32.85,-21.49%,-8.99,"2,372,352",CIE,30-09-2008
14,50.90,55.59,40.29,41.84,-19.28%,-9.99,"2,292,896",CIE,30-06-2008
13,75.64,76.20,45.66,51.84,-31.41%,-23.74,"4,790,646",CIE,31-03-2008
12,78.07,91.19,63.71,75.58,-4.57%,-3.62,"5,011,880",CIE,31-12-2007
11,105.41,106.44,68.70,79.19,-25.73%,-27.44,"3,268,215",CIE,30-09-2007
10,58.00,109.96,50.88,106.63,+84.03%,+48.69,"5,302,318",CIE,30-06-2007
9,40.07,59.17,39.82,57.94,+45.98%,+18.25,"8,017,781",CIE,31-03-2007
8,33.04,43.14,30.91,39.69,+21.28%,+6.97,"6,326,820",CIE,31-12-2006
7,27.74,34.89,27.31,32.73,+18.52%,+5.11,"5,931,283",CIE,30-09-2006
6,29.24,35.83,24.81,27.61,-4.95%,-1.44,"3,447,110",CIE,30-06-2006
5,20.88,29.36,20.58,29.05,+36.76%,+7.81,"4,852,681",CIE,31-03-2006
4,17.07,23.00,16.58,21.24,+26.23%,+4.41,"7,387,803",CIE,31-12-2005
3,16.28,17.37,15.32,16.83,+3.34%,+0.54,"1,641,933",CIE,30-09-2005
2,17.12,17.48,13.65,16.28,-5.54%,-0.95,"2,060,938",CIE,30-06-2005
1,17.72,19.03,16.70,17.24,,,"6,543,648",CIE,31-03-2005
59,1.655,1.856,1.352,1.776,+6.99%,+0.116,"27,732,156",CIG,30-06-2022
58,1.600,1.844,1.240,1.660,+5.20%,+0.082,"56,464,026",CIG,31-03-2022
57,1.448,1.926,1.431,1.578,+8.98%,+0.130,"60,270,888",CIG,31-12-2021
56,1.450,1.715,1.376,1.448,-0.28%,-0.004,"35,541,091",CIG,30-09-2021
55,1.402,1.920,1.300,1.452,+4.76%,+0.066,"78,063,696",CIG,30-06-2021
54,1.318,1.568,1.280,1.386,+6.94%,+0.090,"58,816,017",CIG,31-03-2021
