symbol,Date,Currency,Net sales revenues,Profit (loss) on operating activities,Gross profit (loss),Net profit (loss) parent,Depreciation,EBITDA,Assets,Equity,Number of shares,Earnings per share (zl),Book value per share (zl)
MANGATA,30-09-2019,PLN,2582,1005,746,642,185,1190,363294,316268,"6 676,854",96,47368
MANGATA,31-12-2019,PLN,1161,-562,15428,15327,181,-381,364722,331588,"6 676,854",2296,49662
MANGATA,31-03-2020,PLN,2329,440,392,317,188,628,363826,331905,"6 676,854",47,49710
MANGATA,30-06-2018,PLN,2838,1064,90998,91526,81,1145,412926,328325,"6 676,854",13708,49174
MANGATA,30-09-2018,PLN,2782,911,892,714,85,996,354046,329154,"6 676,854",107,49298
MANGATA,31-12-2018,PLN,1461,-454,-451,-478,83,-371,354761,328652,"6 676,854",-72,49223
MANGATA,31-03-2019,PLN,2709,883,588,229,139,1022,360688,329016,"6 676,854",34,49277
MANGATA,30-06-2017,PLN,2618,5186,3238,3045,34,5220,360313,297757,"6 676,854",456,44595
MANGATA,30-09-2017,PLN,2581,1300,35948,35763,78,1378,360604,298673,"6 676,854",5356,44733
MANGATA,31-12-2017,PLN,802,-673,-2595,-2417,101,-572,360970,296468,"6 676,854",-362,44402
MANGATA,31-03-2018,PLN,2835,1170,847,676,72,1242,356044,297086,"6 676,854",101,44495
MANGATA,30-06-2016,PLN,0,-750,-1196,3003,49,-701,390027,297126,"6 676,854",450,44501
MANGATA,30-09-2016,PLN,2141,716,350,2561,99,815,360711,297053,"6 676,854",384,44490
MANGATA,31-12-2016,PLN,2021,551,-3267,-3272,-11,540,351047,293599,"6 676,854",-490,43973
MANGATA,31-03-2017,PLN,2621,1297,901,760,32,1329,354002,294722,"6 676,854",114,44141
MANGATA,30-06-2015,PLN,32756,2558,26054,24805,1109,3667,199044,152417,"4 904,150",5058,31079
MANGATA,30-09-2015,PLN,0,-600,-1817,3445,1105,505,207380,157417,"4 904,150",702,32099
MANGATA,31-12-2015,PLN,0,-750,-812,2664,-3106,-3856,371408,290922,"6 676,854",399,43572
MANGATA,31-03-2016,PLN,0,-683,-1005,2998,49,-634,376769,293899,"6 676,854",449,44018
MANGATA,30-06-2014,PLN,32471,4289,13990,13249,1059,5348,162011,119786,"4 904,150",2702,24425
MANGATA,30-09-2014,PLN,32543,4288,4130,3372,1069,5357,160848,119786,"4 904,150",688,24425
MANGATA,31-12-2014,PLN,26192,1983,2212,1780,1091,3074,176518,124249,"4 904,150",363,25335
MANGATA,31-03-2015,PLN,32233,4113,3611,2943,1087,5200,170741,127827,"4 904,150",600,26065
MANGATA,30-06-2013,PLN,28380,2929,3521,2817,854,3783,143621,96731,"4 904,150",574,19724
MANGATA,30-09-2013,PLN,31834,5142,4650,3778,869,6011,145779,100897,"4 904,150",770,20574
MANGATA,31-12-2013,PLN,25835,2542,2294,1825,885,3427,146063,102826,"4 904,150",372,20967
MANGATA,31-03-2014,PLN,31338,4644,5385,4300,1019,5663,148050,106380,"4 904,150",877,21692
MANGATA,30-06-2012,PLN,25513,2519,7591,7078,884,3403,143399,87441,"4 904,150",1443,17830
MANGATA,30-09-2012,PLN,28752,4665,4489,3595,876,5541,142243,90606,"4 904,150",733,18475
MANGATA,31-12-2012,PLN,22801,1812,1970,1497,875,2687,139406,92802,"4 904,150",305,18923
MANGATA,31-03-2013,PLN,28140,2944,2757,2182,855,3799,141015,94009,"4 904,150",445,19169
MANGATA,30-06-2011,PLN,26203,2979,2403,1884,843,3822,117922,69517,"4 904,150",384,14175
MANGATA,30-09-2011,PLN,24239,2942,2889,2369,854,3796,0,0,"4 904,150",483,0
MANGATA,31-12-2011,PLN,20381,840,11299,11053,879,1719,134129,82000,"4 904,150",2254,16721
MANGATA,31-03-2012,PLN,24826,3095,2164,1699,870,3965,139835,85090,"4 904,150",346,17351
MANGATA,30-06-2010,PLN,24089,1363,1180,972,762,2125,111519,63246,"4 904,150",198,12896
MANGATA,30-09-2010,PLN,21854,2615,1802,1523,808,3423,116665,64865,"4 904,150",311,13227
MANGATA,31-12-2010,PLN,21803,1442,1140,1056,809,2251,116381,66134,"4 904,150",215,13485
MANGATA,31-03-2011,PLN,23842,1937,1848,1497,832,2769,118937,67633,"4 904,150",305,13791
MANGATA,30-06-2009,PLN,31906,3216,2116,1813,728,3944,121747,61439,"4 904,150",370,12528
MANGATA,30-09-2009,PLN,25956,2156,981,748,741,2897,119289,62603,"4 904,150",153,12765
MANGATA,31-12-2009,PLN,24956,821,70,282,763,1584,115007,62137,"4 904,150",58,12670
MANGATA,31-03-2010,PLN,28148,1352,637,206,767,2119,120355,62343,"4 904,150",42,12712
MANGATA,30-06-2008,PLN,0,0,0,0,0,0,126790,58575,"4 904,150",0,11944
MANGATA,30-09-2008,PLN,38100,1299,1198,945,0,1299,126998,59520,"4 904,150",193,12137
MANGATA,31-12-2008,PLN,31658,256,1985,1589,0,256,125415,59331,"4 904,150",324,12098
MANGATA,31-03-2009,PLN,27800,1970,617,619,727,2697,119697,60026,"4 904,150",126,12240
MANGATA,31-03-2007,PLN,22491,2283,1968,1446,744,3027,69408,32226,"3 904,150",370,8254
MANGATA,30-06-2007,PLN,22069,1531,1131,889,765,2296,76651,34192,"3 904,150",228,8758
MANGATA,30-09-2007,PLN,21495,1492,1004,756,872,2364,80071,33924,"3 904,150",194,8689
MANGATA,31-12-2007,PLN,20007,2211,1605,1694,847,3058,81671,35298,"3 904,150",434,9041
MANGATA,31-03-2006,PLN,19317,1944,1975,1511,680,2624,56290,26647,"3 904,150",387,6825
MANGATA,30-06-2006,PLN,20236,3075,2902,2480,699,3774,56143,27925,"3 904,150",635,7153
MANGATA,30-09-2006,PLN,21873,2293,2117,1660,712,3005,55535,29772,"3 904,150",425,7626
MANGATA,31-12-2006,PLN,19562,1391,1135,988,749,2140,60588,30782,"3 904,150",253,7884
MANGATA,31-03-2005,PLN,19622,2278,1935,1404,643,2921,54224,20536,"3 054,150",460,6724
MANGATA,30-06-2005,PLN,20865,2547,2145,1509,581,3128,54237,22072,"3 904,150",387,5653
MANGATA,30-09-2005,PLN,19772,2151,1889,1809,623,2774,54219,23880,"3 904,150",463,6117
MANGATA,31-12-2005,PLN,17604,1921,1630,1205,643,2564,52150,25392,"3 904,150",309,6504
MANGATA,31-03-2004,PLN,17567,2100,1491,1491,574,2674,42092,8144,"3 054,150",488,2667
MANGATA,30-06-2004,PLN,18950,709,401,984,564,1273,43324,9073,"3 054,150",322,2971
MANGATA,30-09-2004,PLN,18359,1080,655,553,1181,2261,0,0,"3 054,150",181,0
MANGATA,31-12-2004,PLN,17792,339,-207,-261,1260,1599,39735,8338,"3 054,150",-85,2730
MANGATA,31-12-2001,PLN,0,0,0,0,0,0,41227,8234,"3 054,150",0,2696
MANGATA,31-12-2002,PLN,0,0,0,0,0,0,36394,3511,"3 054,150",0,1150
MANGATA,31-12-2003,,16074,553,-1250,-1361,1142,1695,37116,2910,"3 054,150",-446,953
MARVIPOL,31-03-2021,PLN,8872,3542,3018,2892,1206,4748,669353,265444,"41 652,852",69,6373
MARVIPOL,30-06-2021,PLN,984,-5084,38024,39193,1247,-3837,827155,265067,"41 652,852",941,6364
MARVIPOL,30-09-2021,PLN,3104,-2487,-4015,-3314,540,-1947,830457,261753,"41 652,852",-80,6284
MARVIPOL,31-12-2021,PLN,6407,73,-2356,-2119,527,600,882097,259634,"41 652,852",-51,6233
MARVIPOL,31-03-2020,PLN,11787,4889,3465,3089,964,5853,721856,239738,"41 652,852",74,5756
MARVIPOL,30-06-2020,PLN,4898,-106,19877,18650,1302,1196,730119,258388,"41 652,852",448,6203
MARVIPOL,30-09-2020,PLN,1700,-4915,10974,12497,1072,-3843,723845,263804,"41 652,852",300,6333
MARVIPOL,31-12-2020,PLN,13456,-1111,-1922,-1252,1123,12,681477,262552,"41 652,852",-30,6303
MARVIPOL,31-03-2019,PLN,6598,1002,16558,16334,158,1160,619960,223030,"41 652,852",392,5354
MARVIPOL,30-06-2019,PLN,3609,-1601,18713,18946,956,-645,641741,241977,"41 652,852",455,5809
MARVIPOL,30-09-2019,PLN,4487,-2454,-1852,-2472,682,-1772,643548,239505,"41 652,852",-59,5750
MARVIPOL,31-12-2019,PLN,8604,-3205,-4476,-2856,1936,-1269,670159,236649,"41 652,852",-69,5681
MARVIPOL,31-03-2018,PLN,961,-3818,-4317,-3602,222,-3596,508676,193885,"41 652,852",-86,4655
MARVIPOL,30-06-2018,PLN,2148,-4572,10660,11347,223,-4349,560894,205232,"41 652,852",272,4927
MARVIPOL,30-09-2018,PLN,253,5451,3876,2612,189,5640,596484,207844,"41 652,852",63,4990
MARVIPOL,31-12-2018,PLN,20139,928,1089,-1148,148,1076,604570,206696,"41 652,852",-28,4962
MARVIPOL,31-03-2017,PLN,3935,-3906,-9146,-9178,214,-3692,388916,188297,101000,-90871,"1 864,327"
MARVIPOL,30-06-2017,PLN,6390,-4669,19779,19518,206,-4463,391224,187815,101000,193248,"1 859,554"
MARVIPOL,30-09-2017,PLN,152,-5251,-4510,-4997,219,-5032,444470,182818,101000,-49475,"1 810,079"
MARVIPOL,31-12-2017,PLN,5667,309,12369,14046,216,525,518399,197487,"41 652,852",337,4741
MARVIPOL,31-12-2014,PLN,0,0,0,0,0,0,101,96,101000,0,950
MARVIPOL,31-12-2015,,0,0,0,0,0,0,449,433,101000,0,4287
MARVIPOL,30-06-2016,,0,0,0,0,0,0,425,422,101000,0,4178
MARVIPOL,31-12-2016,,0,0,0,0,0,0,384065,197475,101000,0,"1 955,198"
MAXCOM,31-12-2020,PLN,33231,1802,2206,1550,244,2046,82337,66468,"2 700,000",574,24618
MAXCOM,31-03-2021,PLN,22504,1211,784,622,150,1361,94594,67090,"2 700,000",230,24848
MAXCOM,30-06-2021,PLN,24958,1741,1139,906,87,1828,99342,65296,"2 700,000",336,24184
MAXCOM,30-09-2021,PLN,30071,2818,2536,2378,83,2901,98496,67674,"2 700,000",881,25064
MAXCOM,31-12-2019,PLN,27521,1752,1328,1063,234,1986,74237,67798,"2 700,000",394,25110
MAXCOM,31-03-2020,PLN,17967,350,493,386,223,573,73888,68184,"2 700,000",143,25253
MAXCOM,30-06-2020,PLN,23027,895,862,635,219,1114,81986,63419,"2 700,000",235,23489
MAXCOM,30-09-2020,PLN,28897,1996,1855,1499,219,2215,82564,64918,"2 700,000",555,24044
MAXCOM,31-12-2018,PLN,42615,5631,5561,4432,112,5743,82171,70184,"2 700,000",1641,25994
MAXCOM,31-03-2019,PLN,26793,1330,1056,842,199,1529,78969,71026,"2 700,000",312,26306
MAXCOM,30-06-2019,PLN,23866,597,281,230,231,828,71695,65856,"2 700,000",85,24391
MAXCOM,30-09-2019,PLN,24471,811,1174,879,217,1028,73334,66735,"2 700,000",326,24717
MAXCOM,31-12-2017,PLN,37015,5199,4324,3438,96,5295,69880,61495,"2 700,000",1273,22776
MAXCOM,31-03-2018,PLN,19262,1692,1608,1282,100,1792,67194,62777,"2 700,000",475,23251
MAXCOM,30-06-2018,PLN,25053,2845,3679,2985,109,2954,70460,63062,"2 700,000",1106,23356
MAXCOM,30-09-2018,PLN,27915,3705,3354,2690,117,3822,74123,65752,"2 700,000",996,24353
MAXCOM,31-12-2016,PLN,41450,7067,6359,4840,78,7145,52091,17728,"20 400,000",237,869
MAXCOM,31-03-2017,PLN,26804,2750,2532,2126,83,2833,53451,19854,"20 400,000",104,973
MAXCOM,30-06-2017,PLN,21559,997,1391,1508,90,1087,90644,55940,"2 700,000",559,20719
MAXCOM,30-09-2017,PLN,26171,2711,2664,2116,89,2800,66622,58057,"2 700,000",784,21503
MAXCOM,30-06-2016,PLN,0,0,0,0,0,0,28997,11304,"20 400,000",0,554
MAXCOM,30-09-2016,PLN,28581,4641,4481,3585,77,4718,36874,14887,"20 400,000",176,730
MCI,30-06-2021,PLN,0,305926,303082,430656,375,306301,2117220,1795042,"51 432,385",8373,34901
MCI,30-09-2021,PLN,0,51242,48171,40070,255,51497,2090133,1835112,"51 432,385",779,35680
MCI,31-12-2021,PLN,0,-43140,-45632,-41197,132,-43008,2078549,1818407,"51 432,385",-801,35355
MCI,31-03-2022,PLN,0,-90647,-96245,-81406,113,-90534,1997963,1737001,"51 432,385",-1583,33773
MCI,30-06-2020,PLN,0,12373,9104,7622,476,12849,1617469,1245267,"49 953,560",153,24928
MCI,30-09-2020,PLN,0,25693,22809,19052,334,26027,1645822,1263771,"49 953,560",381,25299
MCI,31-12-2020,PLN,0,130453,127660,102240,367,130820,1794249,1366011,"49 953,560",2047,27346
MCI,31-03-2021,PLN,0,47295,44375,36283,379,47674,1820300,1392158,"49 953,560",726,27869
MCI,30-06-2019,PLN,0,-3185,-5349,-5967,76,-3109,1454167,1203160,"52 953,560",-113,22721
MCI,30-09-2019,PLN,0,56750,55019,45230,75,56825,1479923,1218232,"52 953,560",854,23006
MCI,31-12-2019,PLN,0,68877,67199,52942,58,68935,1526958,1271174,"52 953,560",1000,24005
MCI,31-03-2020,PLN,0,4039,1782,1506,150,4189,1532809,1262234,"49 953,560",30,25268
MCI,30-06-2018,PLN,0,3351,645,872,38,3389,1363949,1106475,"52 886,596",16,20922
MCI,30-09-2018,PLN,0,-6169,-8242,-11101,49,-6120,1386460,1095464,"52 886,596",-210,20713
MCI,31-12-2018,PLN,0,-2091,91009,92323,49,-2042,1368257,1187911,"52 920,078",1745,22447
MCI,31-03-2019,PLN,0,28562,25778,21183,77,28639,1535188,1209094,"52 920,078",400,22848
MCI,30-06-2017,PLN,0,40505,37444,36712,48,40553,1334762,1032531,"52 853,114",695,19536
MCI,30-09-2017,PLN,0,45123,42693,42775,36,45159,1379049,1075398,"52 853,114",809,20347
MCI,31-12-2017,PLN,0,19423,16535,14545,35,19458,1361499,1090067,"52 886,596",275,20611
MCI,31-03-2018,PLN,0,71716,68505,67615,34,71750,1418853,1157773,"52 886,596",1278,21892
